Airline,Source,Destination,Stops,Info,Day,Month,Total Distance,Duration Total,Price
Multiple carriers,DEL,COK,1,1.0,27,5,2201.6,540,11446
Air India,BOM,HYD,0,,1,5,623.54,60,3100
GoAir,CCU,BLR,1,,1,5,2842.31,420,6484
IndiGo,BOM,HYD,0,,9,5,623.54,60,4049
SpiceJet,BLR,DEL,0,2.0,24,3,1709.71,120,3873
IndiGo,BLR,DEL,1,,9,3,1986.53,300,7280
Air India,BOM,HYD,0,,27,5,623.54,60,3625
SpiceJet,BLR,DEL,0,2.0,15,6,1709.71,120,3919
Jet Airways,DEL,COK,1,,9,5,2201.6,960,15554
IndiGo,MAA,CCU,0,,3,6,1387.26,120,3850
Jet Airways,DEL,COK,2,,21,5,2263.95,1140,15129
Jet Airways,BLR,DEL,0,,12,5,1709.71,180,7229
IndiGo,BLR,DEL,0,,27,4,1709.71,120,4823
IndiGo,BLR,DEL,0,,15,5,1709.71,120,4823
Vistara,CCU,BLR,1,,24,3,3022.67,1560,11682
IndiGo,BLR,DEL,0,,21,4,1709.71,120,4823
Jet Airways,DEL,COK,1,1.0,9,6,2201.6,900,10262
IndiGo,DEL,COK,1,,6,6,2084.71,660,6818
SpiceJet,BOM,HYD,0,2.0,27,5,623.54,60,1965
Vistara,CCU,BLR,1,,12,5,3022.67,960,9345
IndiGo,DEL,COK,1,,6,6,2084.71,360,6938
Jet Airways,DEL,COK,2,1.0,15,6,2206.24,1560,10368
Air India,DEL,COK,2,,12,6,2993.1899999999996,1200,11753
Air India,DEL,COK,2,,27,5,2671.33,1440,12488
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,300,9899
Multiple carriers,DEL,COK,1,,6,6,2201.6,540,11622
SpiceJet,CCU,BLR,0,,27,3,1547.27,120,3847
Jet Airways,DEL,COK,1,,27,6,2201.6,300,16079
Jet Airways,BLR,DEL,0,1.0,18,6,1709.71,120,6478
Air India,DEL,COK,0,,21,6,2048.6,180,5201
Air Asia,CCU,BLR,0,,9,5,1547.27,120,4409
Jet Airways,BLR,DEL,1,,6,3,1971.87,1440,17261
Vistara,BLR,DEL,0,,27,5,1709.71,120,4878
SpiceJet,BLR,DEL,0,2.0,18,5,1709.71,120,3573
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,1200,10844
IndiGo,CCU,BLR,0,,21,4,1547.27,120,4804
Air India,DEL,COK,0,,27,6,2048.6,180,5201
Multiple carriers,DEL,COK,1,,18,5,2201.6,360,14533
SpiceJet,CCU,BLR,0,,12,4,1547.27,120,3873
SpiceJet,MAA,CCU,0,2.0,6,6,1387.26,120,3543
Multiple carriers,DEL,COK,1,,21,3,2201.6,600,7215
Multiple carriers,DEL,COK,1,,21,3,2201.6,480,11999
IndiGo,BOM,HYD,0,,18,5,623.54,60,2754
Jet Airways,BLR,DEL,1,,12,3,1971.87,900,13817
Air Asia,CCU,BLR,0,,15,6,1547.27,120,4107
Multiple carriers,DEL,COK,1,,9,5,2201.6,720,8073
IndiGo,BOM,HYD,0,,27,6,623.54,60,2227
Jet Airways,CCU,BLR,1,1.0,6,6,3022.67,1260,10539
IndiGo,BLR,DEL,0,,3,5,1709.71,120,3943
Jet Airways,CCU,BLR,1,1.0,24,5,2500.36,1560,10844
SpiceJet,BLR,DEL,0,,24,3,1709.71,120,3925
Jet Airways,BOM,HYD,0,1.0,1,5,623.54,60,3210
Jet Airways,BLR,DEL,0,,6,6,1709.71,180,8016
SpiceJet,CCU,BLR,0,2.0,12,4,1547.27,120,3841
Jet Airways,CCU,BLR,1,,9,5,2500.36,420,14388
IndiGo,MAA,CCU,0,,18,6,1387.26,120,3597
Multiple carriers,DEL,COK,1,1.0,9,3,2201.6,600,14086
IndiGo,BLR,DEL,0,,9,6,1709.71,120,3749
Jet Airways,BLR,DEL,0,,24,5,1709.71,120,7229
Multiple carriers,DEL,COK,1,,6,3,2201.6,840,15603
IndiGo,BLR,DEL,0,,27,5,1709.71,120,4823
Jet Airways,BOM,HYD,0,,3,4,623.54,60,8040
Jet Airways,CCU,BLR,1,,6,5,2500.36,1620,13941
Jet Airways,DEL,COK,1,,6,6,2201.6,360,14714
Vistara,CCU,BLR,1,,1,4,3022.67,660,7927
Jet Airways,BLR,DEL,0,1.0,15,5,1709.71,120,4030
IndiGo,DEL,COK,1,,21,3,2201.6,660,8285
Jet Airways,CCU,BLR,1,1.0,6,5,2500.36,540,10844
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,1560,9663
IndiGo,CCU,BLR,0,,27,3,1547.27,120,4148
IndiGo,DEL,COK,1,,24,6,2077.09,240,6496
IndiGo,CCU,BLR,0,,18,3,1547.27,120,4148
Jet Airways,CCU,BLR,1,,24,3,2500.36,780,13339
Jet Airways,DEL,COK,2,,15,6,2671.33,1620,13882
IndiGo,BLR,DEL,0,,12,5,1709.71,120,3943
Jet Airways,BLR,DEL,1,1.0,12,3,1971.87,900,11087
Jet Airways,DEL,COK,2,1.0,6,6,2895.09,480,15318
SpiceJet,CCU,BLR,0,,6,6,1547.27,120,3873
Multiple carriers,DEL,COK,1,,27,5,2201.6,840,11573
Vistara,BLR,DEL,0,,15,5,1709.71,120,4668
Air India,BLR,DEL,2,,1,3,3502.44,960,13576
Air India,BLR,DEL,1,3.0,1,3,2028.8899999999999,1500,15434
Vistara,BLR,DEL,0,,21,4,1709.71,120,5403
Jet Airways,DEL,COK,2,,6,3,2232.34,2280,16914
Jet Airways,CCU,BLR,1,,21,5,2500.36,660,14781
Jet Airways,BLR,DEL,0,1.0,9,4,1709.71,120,4544
Air India,CCU,BLR,2,,12,6,2578.2,1140,9416
Vistara,CCU,BLR,1,,9,6,3022.67,900,8662
Air India,DEL,COK,1,,24,6,2201.6,540,9194
SpiceJet,CCU,BLR,0,,3,6,1547.27,120,3873
IndiGo,CCU,BLR,1,,9,6,2051.69,240,11465
Air India,DEL,COK,1,,9,6,2077.09,780,8907
Air India,DEL,COK,2,,21,3,2955.43,1560,8770
Jet Airways,DEL,COK,1,,27,3,2201.6,1080,12242
Multiple carriers,DEL,COK,1,,12,6,2201.6,540,12192
Vistara,CCU,BLR,1,,1,4,3022.67,1620,8505
Jet Airways,CCU,BLR,1,1.0,9,5,2500.36,1140,9663
Multiple carriers,DEL,COK,1,,15,6,2201.6,660,8614
Jet Airways,DEL,COK,2,,24,6,2232.34,1320,13292
Multiple carriers,DEL,COK,1,,3,6,2201.6,480,7740
IndiGo,DEL,COK,1,,1,5,2201.6,360,8854
IndiGo,DEL,COK,2,,6,3,2292.0699999999997,720,7682
IndiGo,CCU,BLR,0,,9,5,1547.27,120,4804
Vistara,BLR,DEL,0,,21,5,1709.71,120,4668
Multiple carriers,DEL,COK,1,1.0,24,6,2201.6,600,5797
Air India,DEL,COK,0,,3,4,2048.6,180,4729
Multiple carriers,DEL,COK,1,,21,5,2201.6,720,7888
IndiGo,CCU,BLR,1,,24,5,1654.62,240,5069
Air India,DEL,COK,3,,21,3,2971.24,2280,9128
Jet Airways,CCU,BLR,1,1.0,1,5,2500.36,780,9663
Air India,DEL,COK,1,,6,6,2278.33,720,7952
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,1560,10262
Jet Airways,DEL,COK,2,,6,6,2671.33,960,13882
IndiGo,BLR,DEL,0,,12,5,1709.71,120,4591
Air India,BOM,HYD,2,,12,3,1282.1,240,16172
IndiGo,BLR,DEL,0,,18,4,1709.71,120,4591
IndiGo,BOM,HYD,0,,24,6,623.54,60,4049
IndiGo,CCU,BLR,0,,3,5,1547.27,120,4804
Multiple carriers,DEL,COK,1,,27,3,2201.6,420,6673
Jet Airways,DEL,COK,2,1.0,27,6,2263.95,1740,11150
Air India,DEL,COK,2,,15,6,4043.05,1380,13591
IndiGo,BLR,DEL,0,,9,5,1709.71,120,4077
Multiple carriers,DEL,COK,1,1.0,1,6,2201.6,720,12927
Jet Airways,DEL,COK,2,,21,5,2308.95,420,16274
Vistara,BLR,DEL,0,,15,5,1709.71,120,4668
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,900,12898
Air India,BOM,HYD,1,,6,3,2404.77,420,11678
IndiGo,DEL,COK,1,,12,6,2329.93,300,5775
SpiceJet,CCU,BLR,0,,1,3,1547.27,120,5515
Jet Airways,BLR,DEL,1,,18,3,1971.87,600,13555
Jet Airways,CCU,BLR,1,,24,5,2500.36,720,14571
SpiceJet,BOM,HYD,0,,9,6,623.54,60,2227
Air India,BLR,DEL,0,,24,6,1709.71,120,6961
Air India,DEL,COK,1,,9,3,2201.6,720,15704
Jet Airways,BOM,HYD,0,,6,3,623.54,60,8040
Jet Airways,DEL,COK,1,,1,6,2201.6,540,14714
Jet Airways,DEL,COK,2,1.0,27,3,2648.88,1320,9296
Multiple carriers,DEL,COK,1,,21,5,2201.6,600,10197
Air India,DEL,COK,1,,12,6,2201.6,360,8372
Vistara,DEL,COK,0,,9,3,2048.6,120,6741
IndiGo,MAA,CCU,0,,9,3,1387.26,120,6297
Jet Airways,CCU,BLR,1,,12,6,2500.36,540,13626
Jet Airways,DEL,COK,2,,27,5,2263.95,1380,15129
IndiGo,DEL,COK,1,,21,3,2077.09,300,6426
Jet Airways,DEL,COK,2,,9,3,2895.09,480,20904
Air Asia,DEL,COK,1,,9,4,2077.09,600,6451
Air India,BLR,DEL,1,,1,3,2443.4700000000003,840,12704
Jet Airways,CCU,BLR,1,,24,5,3022.67,780,13067
Jet Airways,BLR,DEL,0,,18,5,1709.71,120,7229
Jet Airways,DEL,COK,2,,21,3,2220.7799999999997,2040,12347
Multiple carriers,DEL,COK,1,,3,3,2201.6,420,17057
Air India,CCU,BLR,2,,18,5,2513.88,480,8366
Multiple carriers,DEL,COK,1,,9,5,2201.6,900,15078
Air Asia,CCU,BLR,1,,9,6,3022.67,660,7870
IndiGo,BOM,HYD,0,,12,5,623.54,60,3603
Air India,CCU,BLR,1,,12,6,3022.67,540,11936
Multiple carriers,DEL,COK,1,1.0,27,5,2201.6,900,8925
Air India,DEL,COK,0,,21,4,2048.6,180,6934
Jet Airways,DEL,COK,1,1.0,15,4,2201.6,420,6542
IndiGo,CCU,BLR,0,,15,3,1547.27,120,4778
IndiGo,CCU,BLR,0,,24,5,1547.27,120,4804
Jet Airways,CCU,BLR,1,,12,5,3022.67,840,14151
Multiple carriers,DEL,COK,1,,1,6,2201.6,360,16108
Multiple carriers,DEL,COK,1,,1,6,2201.6,600,13377
SpiceJet,BLR,DEL,0,2.0,1,4,1709.71,120,3919
Multiple carriers,DEL,COK,1,1.0,6,3,2201.6,420,15136
Vistara,CCU,BLR,1,,21,5,3022.67,780,9345
Multiple carriers,DEL,COK,1,,27,3,2201.6,780,12327
Jet Airways,BLR,DEL,1,,18,3,1971.87,420,12284
Air India,DEL,COK,2,,15,5,2955.43,1560,13039
Jet Airways,DEL,COK,1,1.0,9,3,2201.6,660,11848
Jet Airways,DEL,COK,1,,21,5,2201.6,1440,16079
IndiGo,CCU,BLR,0,,3,5,1547.27,120,4804
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,1620,10844
Vistara,CCU,BLR,1,,1,4,3022.67,840,8505
Air India,CCU,BLR,2,,24,3,2573.87,1200,11774
Jet Airways,BLR,DEL,0,1.0,3,6,1709.71,120,5769
Jet Airways,CCU,BLR,1,1.0,1,5,2500.36,720,10844
SpiceJet,MAA,CCU,0,,24,5,1387.26,120,3597
Multiple carriers,DEL,COK,1,,6,3,2201.6,480,16497
Jet Airways,CCU,BLR,1,,15,5,3022.67,1560,14151
IndiGo,CCU,BLR,0,,6,5,1547.27,120,4804
Air India,BOM,HYD,0,,24,5,623.54,60,3100
Jet Airways,DEL,COK,1,,3,6,2201.6,600,14714
IndiGo,BOM,HYD,0,,1,3,623.54,60,8853
IndiGo,DEL,COK,1,,1,6,2278.33,300,6582
Vistara,BLR,DEL,0,,3,6,1709.71,120,4668
Jet Airways,CCU,BLR,1,,6,6,2500.36,1200,14571
Jet Airways,DEL,COK,1,1.0,6,3,2201.6,360,13843
Multiple carriers,DEL,COK,1,,3,6,2201.6,720,7354
IndiGo,CCU,BLR,0,,1,6,1547.27,120,4804
IndiGo,MAA,CCU,0,,1,6,1387.26,120,5277
Air India,DEL,COK,1,,27,3,2077.09,660,5998
IndiGo,BLR,DEL,0,,1,4,1709.71,120,4591
IndiGo,MAA,CCU,0,,6,5,1387.26,120,3597
Jet Airways,BOM,HYD,0,,24,6,623.54,60,5678
IndiGo,MAA,CCU,0,,6,6,1387.26,120,3850
SpiceJet,BOM,HYD,0,,18,6,623.54,60,2017
Jet Airways,DEL,COK,1,1.0,15,6,2201.6,1320,10262
Air India,DEL,COK,2,,12,6,2206.24,420,8603
Multiple carriers,DEL,COK,1,,3,3,2084.71,540,14153
Jet Airways,CCU,BLR,1,1.0,6,5,3022.67,1620,8066
Multiple carriers,DEL,COK,1,,21,3,2201.6,720,7695
SpiceJet,DEL,COK,1,,6,3,2130.78,240,8488
GoAir,BLR,DEL,0,,18,3,1709.71,120,4340
Jet Airways,CCU,BLR,1,,15,5,3022.67,840,14151
Jet Airways,BLR,DEL,1,1.0,18,3,1971.87,720,11087
Jet Airways,CCU,BLR,1,,24,3,2500.36,1320,13759
Jet Airways,DEL,COK,1,,21,5,2201.6,540,16079
Multiple carriers,DEL,COK,1,,1,6,2201.6,600,12717
Jet Airways,BOM,HYD,0,1.0,21,6,623.54,60,4995
SpiceJet,CCU,BLR,0,,12,4,1547.27,120,3873
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,300,7826
Vistara,CCU,BLR,1,,1,4,3022.67,720,7980
Multiple carriers,DEL,COK,1,,21,5,2084.71,900,9486
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,1380,10844
IndiGo,MAA,CCU,0,,3,3,1387.26,120,6482
IndiGo,DEL,COK,1,,1,6,2201.6,480,6628
Air India,CCU,BLR,1,,6,6,2538.47,660,7452
Jet Airways,DEL,COK,2,,15,6,2671.33,1140,13882
Multiple carriers,DEL,COK,1,,27,6,2201.6,600,8099
Vistara,BLR,DEL,0,,1,6,1709.71,120,4878
IndiGo,CCU,BLR,1,,6,6,1662.88,300,5170
SpiceJet,BLR,DEL,1,,3,3,1722.67,480,6315
IndiGo,MAA,CCU,0,,1,3,1387.26,120,7295
Multiple carriers,DEL,COK,1,,1,5,2201.6,660,9794
Jet Airways,DEL,COK,2,1.0,21,3,2263.95,1980,8834
SpiceJet,BOM,HYD,0,,21,6,623.54,60,2017
Multiple carriers,DEL,COK,1,,9,3,2201.6,780,12615
Vistara,BLR,DEL,0,,9,3,1709.71,120,7240
Jet Airways,BLR,DEL,0,,24,6,1709.71,120,8016
Vistara,BLR,DEL,0,,6,5,1709.71,120,4878
Jet Airways,DEL,COK,2,,12,6,2232.34,1320,13292
Air India,BLR,DEL,1,,12,3,2028.8899999999999,1260,11707
IndiGo,DEL,COK,1,,24,6,2077.09,300,6147
IndiGo,DEL,COK,1,,12,6,2201.6,780,6093
Jet Airways,CCU,BLR,1,,1,4,2500.36,720,12681
SpiceJet,BLR,DEL,0,,27,5,1709.71,120,3311
Air India,BOM,HYD,3,,12,3,3610.51,1140,14260
Air India,DEL,COK,2,,27,6,4043.05,1680,13591
IndiGo,CCU,BLR,0,,15,5,1547.27,120,4804
Air India,DEL,COK,2,,15,5,2229.75,1080,13538
Jet Airways,CCU,BLR,1,,9,6,3022.67,1440,14151
SpiceJet,BLR,DEL,0,,15,3,1709.71,120,5575
Jet Airways,CCU,BLR,1,,24,5,2500.36,1560,14178
Air India,MAA,CCU,0,,12,3,1387.26,120,7082
SpiceJet,BLR,DEL,0,2.0,9,5,1709.71,120,4319
Jet Airways,DEL,COK,2,,3,3,2229.75,1440,20747
Jet Airways,CCU,BLR,1,,24,3,2500.36,840,13759
Jet Airways,DEL,COK,2,1.0,21,3,2308.95,1320,9181
Jet Airways,DEL,COK,1,,3,3,2201.6,960,17024
IndiGo,DEL,COK,1,,27,3,2084.71,300,5298
Jet Airways,CCU,BLR,1,,1,4,2500.36,480,13364
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,540,10844
Jet Airways,CCU,BLR,1,,15,5,2500.36,480,13941
Jet Airways,DEL,COK,2,1.0,12,6,2600.67,1260,10919
Jet Airways,BLR,DEL,1,,18,3,1971.87,420,12284
IndiGo,DEL,COK,1,,21,3,2084.71,780,6790
IndiGo,BOM,HYD,0,,18,5,623.54,60,4392
Air India,DEL,COK,2,,6,6,2263.95,2280,9653
SpiceJet,BOM,HYD,0,,21,6,623.54,60,2753
Air India,CCU,BLR,1,,18,5,1662.88,960,6327
Multiple carriers,DEL,COK,1,1.0,3,3,2084.71,900,11125
Jet Airways,DEL,COK,1,1.0,6,6,2201.6,1200,10262
Jet Airways,DEL,COK,1,1.0,9,6,2201.6,600,10262
Air Asia,DEL,COK,1,,27,5,2077.09,300,6752
IndiGo,BLR,DEL,0,,27,5,1709.71,120,4423
Air Asia,BLR,DEL,0,,21,5,1709.71,120,3383
Air India,DEL,COK,2,,15,6,2229.75,1080,12121
Multiple carriers,DEL,COK,1,,9,5,2201.6,780,9021
Multiple carriers,DEL,COK,1,,6,6,2201.6,420,8266
Jet Airways,DEL,COK,1,,3,6,2201.6,1380,14714
Air India,DEL,COK,2,,27,6,2308.95,780,11386
Jet Airways,BLR,DEL,1,,6,3,1971.87,1380,14815
Jet Airways,DEL,COK,1,1.0,6,3,2201.6,1140,13843
IndiGo,DEL,COK,1,,15,5,2201.6,780,7191
SpiceJet,CCU,BLR,0,,3,3,1547.27,120,6251
Jet Airways,DEL,COK,2,1.0,27,3,3860.0299999999997,1380,9412
SpiceJet,CCU,BLR,0,2.0,15,3,1547.27,120,3815
Air India,BOM,HYD,0,,15,5,623.54,60,3100
Vistara,DEL,COK,0,,21,6,2048.6,180,6216
Multiple carriers,DEL,COK,1,,27,6,2201.6,660,13377
IndiGo,BLR,DEL,1,,21,3,1722.67,240,5694
Air India,CCU,BLR,2,,21,5,3023.86,1320,15107
Air India,DEL,COK,1,,9,3,2201.6,1200,11260
Air India,DEL,COK,1,,27,5,2201.6,660,9929
Air India,DEL,COK,1,,21,3,2278.33,720,5642
Multiple carriers,DEL,COK,1,,9,5,2201.6,720,15078
Multiple carriers,DEL,COK,1,,12,6,2201.6,660,13377
Air India,CCU,BLR,2,,15,5,3728.94,1020,16057
Jet Airways,BLR,DEL,1,,18,3,1971.87,300,12284
Jet Airways,BOM,HYD,0,,18,3,623.54,60,5678
Multiple carriers,DEL,COK,1,,3,3,2201.6,420,17703
IndiGo,BLR,DEL,0,,3,6,1709.71,120,4823
Air India,CCU,BLR,2,,1,4,1838.5500000000002,420,5562
IndiGo,DEL,COK,1,,6,3,2786.8999999999996,300,13790
Jet Airways,CCU,BLR,1,1.0,1,5,2500.36,900,8586
Multiple carriers,DEL,COK,1,,27,5,2201.6,660,11264
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,540,9663
IndiGo,DEL,COK,1,,6,6,2201.6,720,6416
IndiGo,DEL,COK,1,,9,3,2201.6,300,7725
Jet Airways,DEL,COK,2,,1,6,2600.67,1320,13376
Jet Airways,CCU,BLR,1,,24,3,2500.36,1320,14231
Jet Airways,DEL,COK,1,,3,3,2201.6,960,19828
Jet Airways,BOM,HYD,0,,27,3,623.54,60,8040
Air India,BLR,DEL,0,,1,3,1709.71,120,25913
Jet Airways,DEL,COK,1,,21,5,2201.6,600,16079
Air India,BOM,HYD,0,,3,3,623.54,60,4937
Air India,DEL,COK,2,,27,6,2955.43,840,13039
Jet Airways,CCU,BLR,1,1.0,1,5,3022.67,1080,9314
SpiceJet,DEL,COK,1,,27,6,2077.09,240,4957
Multiple carriers,DEL,COK,1,,3,3,2201.6,420,14973
Jet Airways,CCU,BLR,1,,9,6,2500.36,420,14571
IndiGo,CCU,BLR,0,,6,5,1547.27,120,5224
Multiple carriers,DEL,COK,1,,24,6,2201.6,540,11622
GoAir,BLR,DEL,0,,27,5,1709.71,120,3419
Jet Airways,DEL,COK,2,1.0,1,6,2308.95,420,13344
IndiGo,DEL,COK,1,,6,6,2201.6,540,6316
IndiGo,BOM,HYD,0,,21,6,623.54,60,4392
Jet Airways,DEL,COK,2,,18,5,2263.95,900,16704
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,1020,8529
Jet Airways,DEL,COK,2,,12,6,2895.09,1440,14300
Multiple carriers,DEL,COK,1,,27,5,2201.6,720,7198
Jet Airways,DEL,COK,2,,12,6,2895.09,1440,14300
Jet Airways,BLR,DEL,0,,3,4,1709.71,180,7229
SpiceJet,CCU,BLR,0,2.0,9,6,1547.27,120,3841
Jet Airways,BLR,DEL,0,1.0,1,5,1709.71,120,4030
Jet Airways,DEL,COK,1,,21,5,2201.6,420,16079
IndiGo,BOM,HYD,0,,27,5,623.54,60,2754
IndiGo,DEL,COK,1,,3,6,2077.09,240,6842
Vistara,BLR,DEL,0,,24,3,1709.71,120,6138
Jet Airways,CCU,BLR,1,,12,6,2500.36,480,12576
Jet Airways,CCU,BLR,1,,12,5,3022.67,1680,13067
Jet Airways,CCU,BLR,1,,6,5,2538.47,420,9358
Jet Airways,CCU,BLR,1,1.0,9,5,2500.36,1200,8586
Air India,BLR,DEL,0,,6,4,1709.71,120,5176
Air India,DEL,COK,1,,15,6,2278.33,720,7480
Air India,CCU,BLR,2,,6,6,3045.77,1800,12723
Air India,CCU,BLR,1,,1,4,1547.97,240,5793
Multiple carriers,DEL,COK,1,,12,6,2201.6,600,14848
Air India,DEL,COK,2,,15,5,2263.95,2280,10493
Jet Airways,CCU,BLR,1,,9,5,3022.67,1260,11467
Air India,DEL,COK,1,,27,5,2201.6,900,9719
SpiceJet,CCU,BLR,0,,15,4,1547.27,120,3873
IndiGo,DEL,COK,1,,21,3,2278.33,300,4862
SpiceJet,BLR,DEL,0,,3,4,1709.71,120,3971
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,1320,7832
SpiceJet,BLR,DEL,0,,21,5,1709.71,120,3625
Vistara,CCU,BLR,1,,1,5,3022.67,1500,8610
Multiple carriers,DEL,COK,1,,21,3,2201.6,360,14486
SpiceJet,CCU,BLR,0,2.0,9,5,1547.27,120,3841
Jet Airways,CCU,BLR,1,,9,5,2500.36,840,13941
IndiGo,BLR,DEL,0,,12,5,1709.71,120,4823
Air India,CCU,BLR,2,,1,5,2578.2,720,12009
SpiceJet,MAA,CCU,0,,21,6,1387.26,120,3597
Multiple carriers,DEL,COK,1,,3,3,2201.6,540,21226
Jet Airways,DEL,COK,1,1.0,9,6,2201.6,1020,10577
Air Asia,CCU,BLR,1,,12,5,3022.67,660,5320
IndiGo,BLR,DEL,0,,21,3,1709.71,120,6860
SpiceJet,BOM,HYD,0,,21,3,623.54,60,1759
Jet Airways,DEL,COK,1,,27,3,2201.6,960,12242
SpiceJet,CCU,BLR,0,2.0,3,6,1547.27,120,3841
Jet Airways,BLR,DEL,0,1.0,27,5,1709.71,120,3502
Jet Airways,CCU,BLR,1,1.0,9,5,2500.36,540,10844
IndiGo,CCU,BLR,0,,9,4,1547.27,120,4174
Jet Airways,CCU,BLR,1,1.0,9,6,2538.47,420,5608
IndiGo,CCU,BLR,1,,24,5,2051.69,240,9376
Jet Airways,CCU,BLR,1,,6,5,2500.36,1140,13584
Multiple carriers,DEL,COK,1,,24,6,2201.6,600,7354
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,1320,10844
Jet Airways,CCU,BLR,1,,12,5,2500.36,780,14388
Jet Airways,CCU,BLR,1,,18,5,2500.36,600,14781
Air India,DEL,COK,2,,27,5,2206.24,420,9653
Jet Airways,DEL,COK,1,1.0,9,6,2201.6,1080,10262
IndiGo,DEL,COK,1,,6,6,2084.71,900,6674
IndiGo,DEL,COK,1,,3,3,2084.71,420,7663
SpiceJet,BLR,DEL,0,2.0,18,4,1709.71,120,4319
Jet Airways,DEL,COK,1,1.0,18,5,2201.6,960,12373
Jet Airways,DEL,COK,1,,9,4,2201.6,300,12242
Jet Airways,DEL,COK,1,,27,5,2201.6,660,16289
GoAir,BLR,DEL,0,,3,6,1709.71,120,3419
Jet Airways,CCU,BLR,1,1.0,1,4,2500.36,420,7851
Jet Airways,BLR,DEL,1,,18,3,1971.87,540,12284
IndiGo,DEL,COK,1,,15,6,2077.09,300,6386
Jet Airways,DEL,COK,2,,27,6,2263.95,1740,15339
SpiceJet,BOM,HYD,0,,12,5,623.54,60,2017
Jet Airways,DEL,COK,2,,18,5,2308.95,420,16274
IndiGo,DEL,COK,1,,21,3,2427.24,240,5947
Jet Airways,BOM,HYD,0,,21,3,623.54,60,8040
Jet Airways,DEL,COK,2,1.0,12,6,2206.24,1560,10368
Air India,DEL,COK,1,,18,5,2077.09,1560,8907
IndiGo,BOM,HYD,0,,6,6,623.54,60,4049
Air India,BLR,DEL,0,,3,3,1709.71,120,8588
Jet Airways,BLR,DEL,0,,27,5,1709.71,180,7229
IndiGo,BLR,DEL,0,,6,5,1709.71,180,3943
Air Asia,BLR,DEL,0,,3,5,1709.71,120,4483
Air India,CCU,BLR,2,,21,5,2578.2,1800,10151
IndiGo,BLR,DEL,0,,18,6,1709.71,120,3419
Air India,DEL,COK,2,,18,5,2993.1899999999996,1200,13486
Vistara,CCU,BLR,1,,9,6,3022.67,1320,8610
GoAir,BLR,DEL,0,,15,6,1709.71,120,3898
Air India,CCU,BLR,2,,24,3,2578.2,1560,15187
IndiGo,DEL,COK,2,,1,3,2292.0699999999997,960,10278
IndiGo,DEL,COK,1,,15,4,2084.71,540,6442
Jet Airways,DEL,COK,2,1.0,3,6,2308.95,420,13344
Air India,BLR,DEL,1,,15,3,1722.67,1440,5521
IndiGo,MAA,CCU,0,,27,5,1387.26,120,3597
Air India,BLR,DEL,1,,9,3,2860.23,1320,11077
Multiple carriers,DEL,COK,1,,27,3,2201.6,420,6673
Air India,DEL,COK,2,,9,6,2955.43,1560,12392
Air India,BOM,HYD,1,,6,3,1541.88,960,10366
Air India,DEL,COK,3,,15,6,2971.24,2280,10703
Air India,DEL,COK,1,,9,5,2077.09,780,7174
Jet Airways,BLR,DEL,1,1.0,18,3,1971.87,600,11087
Air Asia,BLR,DEL,0,,27,4,1709.71,120,3383
Air India,CCU,BLR,2,,6,6,3664.88,960,14960
Jet Airways,CCU,BLR,1,,1,5,3022.67,780,11467
Multiple carriers,DEL,COK,1,,27,3,2201.6,360,6673
Air India,BOM,HYD,0,,27,6,623.54,60,3100
Jet Airways,BLR,DEL,1,,6,3,1971.87,600,16736
Air India,DEL,COK,1,,1,4,2278.33,720,5117
Jet Airways,DEL,COK,2,,21,3,2220.7799999999997,1920,11093
GoAir,CCU,BLR,1,,9,6,2500.36,480,6354
Air India,DEL,COK,0,,18,3,2048.6,180,5674
Jet Airways,DEL,COK,2,1.0,27,5,2206.24,1080,13029
Jet Airways,DEL,COK,2,,24,6,2263.95,1740,12819
Air India,BLR,DEL,2,,6,3,2000.02,1860,14143
IndiGo,BLR,DEL,0,,18,4,1709.71,120,5740
GoAir,BLR,DEL,0,,3,3,1709.71,120,7646
Air India,DEL,COK,2,,9,5,4043.05,1680,13591
Air India,BOM,HYD,0,,1,6,623.54,60,3100
Jet Airways,DEL,COK,1,1.0,1,4,2201.6,1080,5406
Jet Airways,CCU,BLR,1,,6,5,2500.36,720,14388
IndiGo,MAA,CCU,0,,9,3,1387.26,120,6297
Jet Airways,BLR,DEL,0,,12,5,1709.71,180,7229
Jet Airways,DEL,COK,2,,6,3,2263.95,1980,20694
Air Asia,BLR,DEL,0,,21,6,1709.71,120,4282
Multiple carriers,DEL,COK,1,,18,5,2201.6,840,13727
Multiple carriers,DEL,COK,1,,15,6,2201.6,420,8614
Multiple carriers,DEL,COK,1,,21,3,2201.6,420,7363
Air India,DEL,COK,2,,15,5,2993.1899999999996,1260,11281
